gender,age,education,major,regions,eservice_usage,device_skill_level,freq_used,connection_type,used_purpose,PC_OS,phone_OS,security_apps,secure_level,check_legitimacy,pass_my_info,clicking_on_banners,privacy_settings,SM_services_protect_info,terms_conditions,change_pass_frequently,feel_safe_public_Wi-Fi,no_value_to_hackers?,install_software_updates,careful_clicking_on_links,Internet_security,Internet_security_up_to_date,updated_about_CC_(offline Sources),updated_about_CC(_Online Sources),avoid_disclosing,risk_increased,not_secure,protected,Accept_surveillance,law_manage,informed_threat,phishing_emails,identity_theft,malware,unable_access_online,encountering_extremism,online_extortion,concerned_about_identity_theft,concerned_about_encountering_child_pornography,concerned_about_receiving_phishing_emails,concerned_about_not_being_able_to_access_online,concerned_about_encountering_religious_extremism_material_,opinion_about_online_extortion,future_feeling_CC,government_responsible,media_responsible,tele_responsible,user_responsible,education_responsible,government_role,victim,not_victim_would_like_to_report,new_major,new_ragions,updated_about_CC_(offline Sources)_2,updated_about_CC(_Online Sources)_2
Male,Mature adulthood,High School,Medicine or public health,Baha,Frequently,Intermediate,2,Private Wi-Fi,4,Windows,IOS,None,Not secure,Seldom,Often,Often,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Sometimes,0,No,Government or professional reports,"TV, news, radio, Internet, website, email bulletins, blogs, etc.",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Neutral,Always,Do not know,Sometimes,Never,Do not know,Do not know,Always,Sometimes,Always,Do not know,Do not know,Do not know,serious issue,Agree,Agree,Agree,Agree,Neutral,strict laws and punishments,Yes,"No, I would not",Not Technical,Southern_Province,No,Yes
Female,Adult,Undergraduate,Physics,Makkah,Frequently,Beginner,1,Cellular network,4,Windows,IOS,"Anti-virus, Firewall,Backup",Very secure,Sometimes,Seldom,Always,Sometimes,Sometimes,Seldom,Seldom,Seldom,Seldom,Often,Always,2,Yes,"Newspapers, magazines, Posters, Government or professional reports","TV, news, radio, Internet, website, email bulletins, blogs, etc.",Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Neutral,Agree,Always,Do not know,Always,Do not know,Do not know,Do not know,Always,Do not know,Always,Always,Always,Sometimes,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,public awareness,No,"Yes, I would",Not Technical,Western_Province,Yes,Yes
Male,Early adulthood,Undergraduate,Languages,Aljawf,Frequently,Intermediate,1,Private Wi-Fi,1,Windows,IOS,Anti-virus,Very secure,Sometimes,Often,Often,Often,Sometimes,Never,Never,Seldom,Often,Often,Often,1,Yes,Government or professional reports,"Internet, website, email bulletins, blogs, etc.",Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Always,Do not know,Sometimes,Do not know,Sometimes,Never,Do not know,Always,Never,Never,Always,Sometimes,serious issue,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,monitor organisations,Yes,"No, I would not",Not Technical,Northern_Province,No,Yes
Female,Early adulthood,Postgraduate,Actuarial Science,Makkah,Frequently,Intermediate,2,Private Wi-Fi,2,mac OS,IOS,"Authentication (e.g. password, PIN) , Software update",Not sure ,Seldom,Seldom,Often,Often,Sometimes,Seldom,Seldom,Seldom,Often,Sometimes,Sometimes,0,No,Government or professional reports,"Internet, website, email bulletins, blogs, etc.",Agree,Neutral,Agree,Disagree,Strongly Disagree,Neutral,Neutral,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Never,Always,Never,Never,Never,Never,no change,Strongly Disagree,Strongly Disagree,Disagree,Agree,Neutral,Don’t know,No,"Yes, I would",Not Technical,Western_Province,No,Yes
Female,Adult,Postgraduate,Applied math,Northern Borders,Frequently,Beginner,2,Private Wi-Fi,3,mac OS,IOS,"Authentication (e.g. password, PIN)",Not sure ,Sometimes,Always,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,0,No,I do not feel that I keep myself updated,"Internet, website, email bulletins, blogs, etc.",Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Always,Always,Always,Do not know,Always,Do not know,Always,Always,Always,Always,Always,Always,serious issue,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,strict laws and punishments,Yes,"No, I would not",Not Technical,Northern_Province,No,Yes
Male,Mature adulthood,Undergraduate,Medicine or public health,Makkah,Frequently,Beginner,2,Cellular network,4,Windows,Android,"Anti-virus, Authentication (e.g. password, PIN) , Encryption, Software update,Backup",Very secure,Always,Never,Seldom,Sometimes,Seldom,Seldom,Sometimes,Seldom,Never,Seldom,Seldom,3,Yes,"Newspapers, magazines, Posters","TV, news, radio",Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Neutral,Always,Sometimes,Sometimes,Sometimes,Do not know,Do not know,Always,Sometimes,Always,Always,Sometimes,Always,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Don’t know,No,"Yes, I would",Not Technical,Western_Province,Yes,Yes
Female,Mature adulthood,Undergraduate,Education,Makkah,Frequently,Beginner,2,Private Wi-Fi,2,Windows,IOS,"Anti-virus, Software update,Backup",Not sure ,Often,Seldom,Often,Seldom,Seldom,Seldom,Seldom,Often,Often,Seldom,Often,2,No,Government or professional reports,"Internet, website, email bulletins, blogs, etc.",Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Do not know,Never,Sometimes,Do not know,Do not know,Never,Never,Do not know,Never,Never,Never,Sometimes,serious issue,Strongly Agree,Strongly Agree,Agree,Agree,Agree,monitor organisations,No,"Yes, I would",Not Technical,Western_Province,No,Yes
Male,Adult,Undergraduate,Math,Makkah,Once a day,Beginner,1,Cellular network,1,Windows,Android,Firewall,Very secure,Always,Always,Often,Sometimes,Never,Sometimes,Seldom,Often,Often,Sometimes,Often,2,Yes,I do not feel that I keep myself updated,"TV, news, radio",Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Always,Do not know,Always,Sometimes,Always,Sometimes,serious issue,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Don’t know,No,"Yes, I would",Not Technical,Western_Province,No,Yes
Male,Mature adulthood,Postgraduate,Business Administration,Riyadh,Frequently,Intermediate,3,Private Wi-Fi,5,Windows,IOS,"Anti-virus, Authentication (e.g. password, PIN) , Software update,Backup",Very secure,Always,Never,Always,Always,Sometimes,Always,Always,Never,Seldom,Always,Always,3,Yes,"Professional activities: conferences, meetings, briefings, etc., Government or professional reports","TV, news, radio, Internet, website, email bulletins, blogs, etc.",Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Agree,Always,Never,Sometimes,Never,Never,Never,Never,Do not know,Never,Never,Always,Never,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,global cyber security,No,"Yes, I would",Not Technical,Central_Province,Yes,Yes
Male,Mature adulthood,Undergraduate,Social Science,Riyadh,Frequently,Intermediate,3,Public Wi-Fi,4,Windows,IOS,Anti-virus,Neutral,Seldom,Always,Often,Often,Sometimes,Often,Never,Sometimes,Often,Often,Often,3,No,I do not feel that I keep myself updated,I do not feel that I keep myself updated,Agree,Agree,Agree,Disagree,Strongly Agree,Neutral,Neutral,Always,Do not know,Sometimes,Do not know,Sometimes,Do not know,Never,Never,Never,Never,Always,Never,serious issue,Agree,Agree,Agree,Agree,Agree,public awareness,Yes,"No, I would not",Not Technical,Central_Province,No,No
Male,Early adulthood,Undergraduate,Computer Science,Makkah,Frequently,Expert ,3,Cellular network,5,Windows,IOS,"Anti-virus, Firewall, Authentication (e.g. password, PIN) , Software update,Backup",Very secure,Often,Never,Often,Always,Sometimes,Often,Often,Seldom,Often,Often,Sometimes,0,Yes,"Government or professional reports, I do not feel that I keep myself updated","Internet, website, email bulletins, blogs, etc., I do not feel that I keep myself updated",Agree,Neutral,Agree,Disagree,Disagree,Disagree,Neutral,Sometimes,Never,Sometimes,Sometimes,Do not know,Never,Never,Sometimes,Always,Always,Sometimes,Always,serious issue,Strongly Agree,Agree,Agree,Agree,Agree,strict laws and punishments,No,"Yes, I would",Technical,Western_Province,No,Yes
Female,Adult,Undergraduate,Computer Science,Makkah,Frequently,Expert ,1,Cellular network,4,Windows,IOS,"Anti-virus, Software update,Backup",Very secure,Always,Seldom,Always,Always,Often,Often,Often,Seldom,Seldom,Always,Always,2,Yes,"Professional activities: conferences, meetings, briefings, etc., Internet service provider ISPs, Government or professional reports","Internet, website, email bulletins, blogs, etc.,Internet service provider ISPs, Rely on automatic updates",Strongly Agree,Disagree,Agree,Neutral,Strongly Agree,Agree,Agree,Sometimes,Do not know,Always,Always,Sometimes,Do not know,Always,Never,Always,Always,Always,Always,vanish eventually,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,global cyber security,Yes,"No, I would not",Technical,Western_Province,Yes,Yes
Male,Adult,Undergraduate,Education,Makkah,Frequently,Intermediate,1,Private Wi-Fi,1,Windows,IOS,Firewall,Not secure,Often,Seldom,Sometimes,Often,Seldom,Often,Seldom,Seldom,Seldom,Often,Often,1,No,Internet service provider ISPs,"Internet, website, email bulletins, blogs, etc.",Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Never,Sometimes,Always,Always,Always,Always,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,global cyber security,No,"Yes, I would",Not Technical,Western_Province,No,Yes
Male,Adult,Postgraduate,Physics,Makkah,Frequently,Intermediate,3,Public Wi-Fi,5,Windows,IOS,Software update,Not secure,Seldom,Often,Often,Seldom,Sometimes,Never,Seldom,Often,Often,Often,Often,1,No,I do not feel that I keep myself updated,"Internet, website, email bulletins, blogs, etc.",Strongly Agree,Agree,Neutral,Neutral,Agree,Neutral,Disagree,Sometimes,Do not know,Do not know,Do not know,Do not know,Never,Never,Never,Always,Always,Sometimes,Never,vanish eventually,Agree,Strongly Agree,Strongly Agree,Agree,Agree,global cyber security,No,"Yes, I would",Not Technical,Western_Province,No,Yes
Male,Adult,Undergraduate,Computer Science,Makkah,Frequently,Intermediate,3,Private Wi-Fi,5,Windows,IOS,"Anti-virus, Firewall, Software update,Backup",Very secure,Often,Often,Often,Often,Sometimes,Seldom,Seldom,Often,Often,Often,Often,1,Yes,"Newspapers, magazines, Posters, Government or professional reports, I do not feel that I keep myself updated",Internet service provider ISPs,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Do not know,Do not know,Do not know,Do not know,Do not know,Sometimes,Always,Always,Always,Always,Always,Sometimes,Don't know,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Don’t know,No,"Yes, I would",Technical,Western_Province,Yes,No
Male,Mature adulthood,Undergraduate,Engineering,Makkah,Frequently,Intermediate,1,Private Wi-Fi,5,Windows,Android,"Software update,Backup",Neutral,Sometimes,Often,Sometimes,Sometimes,Sometimes,Seldom,Seldom,Often,Often,Sometimes,Sometimes,2,No,I do not feel that I keep myself updated,I do not feel that I keep myself updated,Agree,Agree,Strongly Agree,Disagree,Agree,Neutral,Neutral,Do not know,Do not know,Sometimes,Do not know,Sometimes,Do not know,Always,Never,Always,Always,Always,Always,serious issue,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,global cyber security,Yes,"No, I would not",Not Technical,Western_Province,No,No
Male,Adult,Postgraduate,Computer Science,Makkah,Frequently,Beginner,2,Cellular network,4,Windows,IOS,"Anti-virus,Backup",Very secure,Often,Often,Often,Often,Often,Always,Often,Sometimes,Often,Often,Often,2,Yes,"Newspapers, magazines, Posters, Government or professional reports","Internet, website, email bulletins, blogs, etc., Government websites (e.g. CERT)",Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Always,Always,Always,Always,serious issue,Agree,Agree,Agree,Agree,Agree,global cyber security,No,"Yes, I would",Technical,Western_Province,Yes,Yes
Female,Adult,Undergraduate,Medicine or public health,Riyadh,Frequently,Intermediate,3,Private Wi-Fi,4,Windows,IOS,"Anti-virus, Firewall, Authentication (e.g. password, PIN) ,Backup",Very secure,Often,Seldom,Always,Always,Sometimes,Seldom,Seldom,Often,Never,Always,Always,1,Yes,I do not feel that I keep myself updated,"Internet, website, email bulletins, blogs, etc., I do not feel that I keep myself updated",Agree,Neutral,Agree,Neutral,Disagree,Neutral,Disagree,Always,Do not know,Do not know,Do not know,Do not know,Do not know,Always,Never,Always,Never,Always,Always,Don't know,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,strict laws and punishments,No,"Yes, I would",Not Technical,Central_Province,No,Yes
Female,Mature adulthood,Undergraduate,Social Science,Riyadh,Frequently,Beginner,2,Private Wi-Fi,3,I don't know,I don't know,Backup,Very secure,Sometimes,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,2,No,I do not feel that I keep myself updated,Rely on automatic updates,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,serious issue,Strongly Agree,Strongly Agree,Agree,Agree,Agree,global cyber security,No,"Yes, I would",Not Technical,Central_Province,No,No
Female,Adult,Postgraduate,Biology,Riyadh,Frequently,Beginner,1,Private Wi-Fi,1,Windows,Android,None,Not sure ,Always,Always,Always,Always,Always,Always,Always,Never,Never,Often,Often,1,I don't know,"Newspapers, magazines, Posters",I do not feel that I keep myself updated,Strongly Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Don't know,Neutral,Neutral,Neutral,Neutral,Neutral,public awareness,No,"Yes, I would",Not Technical,Central_Province,Yes,No
Female,Adult,Postgraduate,Natural Science,Riyadh,Frequently,Intermediate,1,Cellular network,3,Windows,IOS,"Authentication (e.g. password, PIN) , Software update,Backup",Very secure,Often,Never,Always,Often,Sometimes,Often,Seldom,Seldom,Sometimes,Often,Always,0,No,I do not feel that I keep myself updated,Rely on automatic updates,Strongly Agree,Agree,Agree,Neutral,Agree,Neutral,Disagree,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Always,Do not know,Always,Always,Always,Always,serious issue,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Don’t know,No,"Yes, I would",Not Technical,Central_Province,No,No
Female,Mature adulthood,Undergraduate,Economic,Riyadh,Frequently,Intermediate,2,Private Wi-Fi,4,Windows,IOS,"Authentication (e.g. password, PIN) ,Backup",Very secure,Often,Seldom,Often,Often,Sometimes,Sometimes,Seldom,Never,Never,Often,Seldom,1,Yes,"Newspapers, magazines, Posters",I do not feel that I keep myself updated,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Sometimes,Do not know,Do not know,Do not know,Do not know,Do not know,Always,Never,Always,Never,Sometimes,Sometimes,serious issue,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,strict laws and punishments,No,"Yes, I would",Not Technical,Central_Province,Yes,No
Female,Adult,Postgraduate,Education,Eastern Province,Frequently,Beginner,3,Private Wi-Fi,3,Windows,IOS,"Anti-virus, Authentication (e.g. password, PIN) , Software update,Backup",Very secure,Often,Seldom,Often,Often,Sometimes,Seldom,Often,Often,Seldom,Always,Always,1,Yes,I do not feel that I keep myself updated,I do not feel that I keep myself updated,Agree,Neutral,Neutral,Disagree,Strongly Agree,Agree,Neutral,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Always,Sometimes,Always,Always,Always,Sometimes,Don't know,Agree,Agree,Agree,Agree,Agree,strict laws and punishments,No,"Yes, I would",Not Technical,Eastern Province,No,No
Female,Adult,Postgraduate,Engineering,Makkah,Frequently,Intermediate,2,Public Wi-Fi,4,Windows,IOS,"Anti-virus, Firewall,Backup",Very secure,Always,Seldom,Always,Always,Often,Often,Always,Seldom,Seldom,Always,Always,2,Yes,"Newspapers, magazines, Posters, Professional activities: conferences, meetings, briefings, etc., Internet service provider ISPs","Internet, website, email bulletins, blogs, etc.,Internet service provider ISPs",Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Sometimes,Never,Sometimes,Never,Never,Never,Always,Do not know,Always,Always,Always,Always,vanish eventually,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,strict laws and punishments,No,"Yes, I would",Not Technical,Western_Province,Yes,Yes
Male,Mature adulthood,Undergraduate,Social Science,Riyadh,Frequently,Intermediate,3,Public Wi-Fi,4,Windows,IOS,Anti-virus,Neutral,Seldom,Always,Often,Often,Sometimes,Often,Never,Sometimes,Often,Often,Often,3,No,I do not feel that I keep myself updated,I do not feel that I keep myself updated,Agree,Agree,Agree,Disagree,Strongly Agree,Neutral,Neutral,Always,Do not know,Sometimes,Do not know,Sometimes,Do not know,Never,Never,Never,Never,Always,Never,serious issue,Agree,Agree,Agree,Agree,Agree,public awareness,Yes,"No, I would not",Not Technical,Central_Province,No,No
Female,Adult,Postgraduate,Natural Science,Riyadh,Frequently,Intermediate,2,Private Wi-Fi,4,mac OS,IOS,"Authentication (e.g. password, PIN)",Not sure ,Often,Always,Always,Always,Sometimes,Seldom,Seldom,Seldom,Always,Often,Always,1,Yes,I do not feel that I keep myself updated,Rely on automatic updates,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Sometimes,Do not know,Always,Do not know,Sometimes,Sometimes,Always,Sometimes,Never,Always,Never,Sometimes,no change,Agree,Agree,Strongly Agree,Agree,Agree,Don’t know,Yes,"No, I would not",Not Technical,Central_Province,No,No
Male,Early adulthood,Postgraduate,Languages,Makkah,Frequently,Intermediate,3,Public Wi-Fi,5,Windows,IOS,"Anti-virus, Firewall,Backup",Neutral,Sometimes,Often,Often,Often,Sometimes,Seldom,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,1,Yes,I do not feel that I keep myself updated,"Internet, website, email bulletins, blogs, etc., Rely on automatic updates",Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Never,Never,Sometimes,Do not know,Do not know,Do not know,Always,Sometimes,Always,Do not know,Sometimes,Always,serious issue,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,global cyber security,No,"Yes, I would",Not Technical,Western_Province,No,Yes
Male,Adult,Postgraduate,Languages,Tabuk,Frequently,Intermediate,2,Private Wi-Fi,1,Windows,Android,None,Not sure ,Seldom,Never,Always,Often,Often,Never,Never,Seldom,Never,Always,Always,1,No,"Newspapers, magazines, Posters","Internet, website, email bulletins, blogs, etc.",Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Disagree,Neutral,Always,Do not know,Always,Sometimes,Always,Always,Always,Do not know,Never,Always,Always,Always,serious issue,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Don’t know,No,"Yes, I would",Not Technical,Northern_Province,Yes,Yes
Male,Adult,Postgraduate,Medicine or public health,Tabuk,Frequently,Intermediate,2,Private Wi-Fi,3,Windows,Android,"Anti-virus, Authentication (e.g. password, PIN)",Very secure,Always,Always,Always,Often,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,Always,2,Yes,"Internet service provider ISPs, Government or professional reports","Internet, website, email bulletins, blogs, etc.",Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,Sometimes,Do not know,Sometimes,Do not know,Do not know,Do not know,Always,Always,Always,Always,Sometimes,Sometimes,no change,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,strict laws and punishments,Yes,"No, I would not",Not Technical,Northern_Province,No,Yes
Male,Mature adulthood,Postgraduate,Education,Tabuk,Frequently,Intermediate,4,Public Wi-Fi,6,Windows,IOS,"Anti-virus, Firewall, Authentication (e.g. password, PIN) , Software update,Backup",Very secure,Sometimes,Often,Always,Always,Often,Seldom,Often,Always,Always,Always,Always,3,Yes,"Newspapers, magazines, Posters, Internet service provider ISPs, I do not feel that I keep myself updated","TV, news, radio, I do not feel that I keep myself updated",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Do not know,Always,Do not know,Do not know,Do not know,Always,Always,Always,Always,Always,Always,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,global cyber security,No,"Yes, I would",Not Technical,Northern_Province,Yes,Yes
Male,Mature adulthood,Postgraduate,Education,Tabuk,Frequently,Intermediate,3,Public Wi-Fi,5,Windows,Android,"Anti-virus, Authentication (e.g. password, PIN) , Backup",Very secure,Sometimes,Often,Sometimes,Seldom,Sometimes,Seldom,Often,Always,Always,Sometimes,Seldom,2,Yes,"Professional activities: conferences, meetings, briefings, etc., Government or professional reports",I do not feel that I keep myself updated,Neutral,Strongly Agree,Neutral,Agree,Strongly Agree,Disagree,Disagree,Sometimes,Sometimes,Always,Do not know,Do not know,Sometimes,Always,Sometimes,Always,Always,Always,Always,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,global cyber security,Yes,"No, I would not",Not Technical,Northern_Province,Yes,No
Male,Mature adulthood,Postgraduate,Computer Science,Tabuk,Frequently,Intermediate,3,Private Wi-Fi,4,Windows,Android,"Anti-virus, Firewall",Very secure,Always,Seldom,Always,Always,Sometimes,Seldom,Sometimes,Seldom,Seldom,Always,Always,2,Yes,"Professional activities: conferences, meetings, briefings, etc.","TV, news, radio, Internet, website, email bulletins, blogs, etc.",Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Agree,Always,Do not know,Sometimes,Do not know,Do not know,Do not know,Somtimes,Never,Always,Always,Always,Sometimes,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,global cyber security,No,"Yes, I would",Technical,Northern_Province,Yes,Yes
Male,Mature adulthood,Postgraduate,Education,Tabuk,Frequently,Intermediate,3,Public Wi-Fi,5,Windows,I don't know,"Anti-virus, Firewall, Authentication (e.g. password, PIN)",Very secure,Sometimes,Always,Often,Often,Sometimes,Often,Often,Often,Often,Often,Often,3,Yes,"Newspapers, magazines, Posters","TV, news, radio, Internet, website, email bulletins, blogs, etc., Government websites (e.g. CERT)",Agree,Neutral,Disagree,Agree,Agree,Agree,Neutral,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,vanish eventually,Neutral,Neutral,Neutral,Neutral,Neutral,Don’t know,No,"Yes, I would",Not Technical,Northern_Province,Yes,Yes
Male,Mature adulthood,Postgraduate,Education,Tabuk,Frequently,Intermediate,3,Public Wi-Fi,6,Windows,IOS,"Anti-virus, Firewall, Authentication (e.g. password, PIN) ,Backup",Very secure,Often,Often,Often,Often,Often,Often,Often,Sometimes,Seldom,Often,Sometimes,3,Yes,"Internet service provider ISPs, Government or professional reports","Government websites (e.g. CERT),Internet service provider ISPs",Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Sometimes,Sometimes,Do not know,Do not know,Do not know,Do not know,Somtimes,Sometimes,Sometimes,Sometimes,Never,Never,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,public awareness,No,"Yes, I would",Not Technical,Northern_Province,No,No
Male,Mature adulthood,Postgraduate,Education,Tabuk,Frequently,Intermediate,1,Cellular network,4,I don't know,Android,Software update,Very secure,Often,Sometimes,Seldom,Often,Sometimes,Often,Seldom,Often,Seldom,Often,Seldom,1,Yes,I do not feel that I keep myself updated,Government websites (e.g. CERT),Strongly Agree,Neutral,Disagree,Disagree,Strongly Agree,Strongly Agree,Neutral,Never,Never,Do not know,Never,Never,Never,Somtimes,Never,Always,Always,Always,Always,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,strict laws and punishments,No,"Yes, I would",Not Technical,Northern_Province,No,No
Male,Adult,Undergraduate,Computer Science,Makkah,Frequently,Intermediate,3,Private Wi-Fi,5,Windows,IOS,"Anti-virus, Firewall, Software update,Backup",Very secure,Often,Often,Often,Often,Sometimes,Seldom,Seldom,Often,Often,Often,Often,1,Yes,"Newspapers, magazines, Posters, Government or professional reports, I do not feel that I keep myself updated",Internet service provider ISPs,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Do not know,Do not know,Do not know,Do not know,Do not know,Sometimes,Always,Always,Always,Always,Always,Sometimes,Don't know,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Don’t know,No,"Yes, I would",Technical,Western_Province,Yes,No
Male,Adult,Undergraduate,Business Administration,Qassim,Frequently,Intermediate,1,Private Wi-Fi,5,Windows,IOS,"Anti-virus, Software update",Very secure,Sometimes,Sometimes,Always,Always,Always,Seldom,Often,Seldom,Sometimes,Always,Always,1,Yes,Internet service provider ISPs,"Government websites (e.g. CERT),Internet service provider ISPs",Strongly Agree,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Always,Do not know,Do not know,Always,Always,Do not know,Somtimes,Sometimes,Sometimes,Do not know,Sometimes,Do not know,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,public awareness,No,"Yes, I would",Not Technical,Central_Province,No,No
Female,Early adulthood,Undergraduate,Computer Science,Makkah,Frequently,Expert ,2,Private Wi-Fi,3,Windows,IOS,"Anti-virus, Authentication (e.g. password, PIN) , Software update,Backup",Very secure,Always,Never,Always,Seldom,Never,Never,Never,Never,Often,Often,Always,1,Yes,Government or professional reports,"Internet, website, email bulletins, blogs, etc.",Strongly Agree,Agree,Strongly Agree,Disagree,Neutral,Agree,Strongly Agree,Sometimes,Never,Sometimes,Do not know,Do not know,Never,Always,Do not know,Always,Always,Always,Always,serious issue,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,strict laws and punishments,No,"Yes, I would",Technical,Western_Province,No,Yes
Male,Early adulthood,Undergraduate,Computer Science,Riyadh,Frequently,Expert ,3,Public Wi-Fi,2,Windows,IOS,"Anti-virus, Firewall, Authentication (e.g. password, PIN)",Very secure,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,4,No,"Newspapers, magazines, Posters","Internet, website, email bulletins, blogs, etc.",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Always,Always,Always,Do not know,Sometimes,Sometimes,Always,Always,Always,Always,Always,Always,vanish eventually,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,global cyber security,Yes,"No, I would not",Technical,Central_Province,Yes,Yes
Female,Early adulthood,Undergraduate,Computer Science,Riyadh,Frequently,Intermediate,1,Private Wi-Fi,6,Windows,IOS,"Anti-virus, Firewall",Not sure ,Sometimes,Often,Always,Always,Sometimes,Often,Often,Often,Sometimes,Often,Always,1,I don't know,"Newspapers, magazines, Posters","TV, news, radio",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Do not know,Sometimes,Always,Do not know,Do not know,Do not know,Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,No role,No,"No, I would not",Technical,Central_Province,Yes,Yes
